pid,display_pid,alias,image,floral_language,origin,production,category,blooming,color,size,soil,sunlight,watering,fertilization,pruning,max_light_mmol,min_light_mmol,max_light_lux,min_light_lux,max_temp,min_temp,max_env_humid,min_env_humid,max_soil_moist,min_soil_moist,max_soil_ec,min_soil_ec
mentha requienii,Mentha requienii,mentha requienii,http://pkb.resource.huahuacaocao.com/bWVudGhhIHJlcXVpZW5paS5qcGc=?imageView2/1/w/%d/h/%d,"Mentha requienii
Floriography: virtuous, peaceful, optimistic
Is a famous spice plant for cooking and medicine. Has oval leaves in dark green, also a strong fragrant scent, used for spice in cooking, tea, or medicine with effects of calming and refreshing. 
Is a long-day plant, likes sunshine, shade properly under summer strong sunlight, flowering in July-September. Flowers are white, pink, or paly purple.",Asia,China,"Labiatae, Mentha","Vanilla plants, flowering period July-September","Leaf color green , flower color light purple, white, pink","Diameter â¥ 10 cm, height â¥ 10 cm",Peat or soil with specific nutrients,"Long-day plant, likes adequate sunshine, shade properly under summer noon strong light","Not resistant to drought, water thoroughly when soil is dry, water thoroughly when soil is dry, water every day in summer, every 2-3 days in other seasons","Need more fertilization, apply once every 10 days with nitrogen liquid fertilizers",Remove old diseased and dead leaves timely,6600,3600,60000,3000,32,8,80,30,60,15,2000,350
mentha rotundifolia,Mentha rotundifolia,mentha rotundifolia,http://pkb.resource.huahuacaocao.com/bWVudGhhIHJvdHVuZGlmb2xpYS5qcGc=?imageView2/1/w/%d/h/%d,"Mentha rotundifolia
Floriography: virtuous, peaceful, optimistic
Is a famous spice plant for cooking and medicine. Has oval leaves in dark green, also a strong fragrant scent, used for spice in cooking, tea, or medicine with effects of calming and refreshing. 
Is a long-day plant, likes sunshine, shade properly under summer strong sunlight, flowering in July-September. Flowers are white, pink, or paly purple.",Asia,China,"Labiatae, Mentha","Vanilla plants, flowering period July-September","Leaf color green , flower color light purple, white, pink","Diameter â¥ 10 cm, height â¥ 10 cm",Peat or soil with specific nutrients,"Long-day plant, likes adequate sunshine, shade properly under summer noon strong light","Not resistant to drought, water thoroughly when soil is dry, water thoroughly when soil is dry, water every day in summer, every 2-3 days in other seasons","Need more fertilization, apply once every 10 days with nitrogen liquid fertilizers",Remove old diseased and dead leaves timely,6600,3600,60000,3000,32,8,80,30,60,15,2000,350
mentha spicata,Mentha spicata,mentha spicata,http://pkb.resource.huahuacaocao.com/bWVudGhhIHNwaWNhdGEuanBn?imageView2/1/w/%d/h/%d,,Southern Europe,China,"Labiatae, Mentha",Flowering period July-September,"Flower color purple, white","Diameter â¥ 4 cm, height â¥ 40 cm",Peat or soil with specific nutrients,"Likes sunshine, put in sunny places, avoid strong sunlight in summer at noon","Water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove aged tissues, dead and pest branches timely",5000,3500,50000,3700,35,5,80,30,60,15,2000,350
mentha x gracilis,Mentha x gracilis,mentha x gracilis,http://pkb.resource.huahuacaocao.com/bWVudGhhIHggZ3JhY2lsaXMuanBn?imageView2/1/w/%d/h/%d,"Mentha x gracilis
Floriography: virtuous, peaceful, optimistic
Is a famous spice plant for cooking and medicine. Has oval leaves in dark green, also a strong fragrant scent, used for spice in cooking, tea, or medicine with effects of calming and refreshing. 
Is a long-day plant, likes sunshine, shade properly under summer strong sunlight, flowering in July-September. Flowers are white, pink, or paly purple.",Asia,China,"Labiatae, Mentha","Vanilla plants, flowering period July-September","Leaf color green , flower color light purple, white, pink","Diameter â¥ 10 cm, height â¥ 10 cm",Peat or soil with specific nutrients,"Long-day plant, likes adequate sunshine, shade properly under summer noon strong light","Not resistant to drought, water thoroughly when soil is dry, water thoroughly when soil is dry, water every day in summer, every 2-3 days in other seasons","Need more fertilization, apply once every 10 days with nitrogen liquid fertilizers",Remove old diseased and dead leaves timely,6600,3600,60000,3000,32,8,80,30,60,15,2000,350
mentha x piperita,Mentha x piperita,mentha x gracilis,http://pkb.resource.huahuacaocao.com/bWVudGhhIHggcGlwZXJpdGEuanBn?imageView2/1/w/%d/h/%d,"Mentha x piperita
Floriography: virtuous, peaceful, optimistic
Is a famous spice plant for cooking and medicine. Has oval leaves in dark green, also a strong fragrant scent, used for spice in cooking, tea, or medicine with effects of calming and refreshing. 
Is a long-day plant, likes sunshine, shade properly under summer strong sunlight, flowering in July-September. Flowers are white, pink, or paly purple.",Asia,China,"Labiatae, Mentha","Vanilla plants, flowering period July-September","Leaf color green , flower color light purple, white, pink","Diameter â¥ 10 cm, height â¥ 10 cm",Peat or soil with specific nutrients,"Long-day plant, likes adequate sunshine, shade properly under summer noon strong light","Not resistant to drought, water thoroughly when soil is dry, water thoroughly when soil is dry, water every day in summer, every 2-3 days in other seasons","Need more fertilization, apply once every 10 days with nitrogen liquid fertilizers",Remove old diseased and dead leaves timely,6600,3600,60000,3000,32,8,80,30,60,15,2000,350
mertensia ciliata,Mertensia ciliata,mertensia ciliata,http://pkb.resource.huahuacaocao.com/bWVydGVuc2lhIGNpbGlhdGEuanBn?imageView2/1/w/%d/h/%d,,China,Southern China,"Boraginaceae, Mertensia",Flowering period June-August,Flower color blue,"Diameter â¥ 10 cm, height 15-18 cm",Soil with loose texture or soil with specific nutrients,"Resistant to shade, put in places with bright scattered light","Water thoroughly after soil surface dries, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove aged tissues, dead and pest branches timely",2500,1200,6000,1500,32,10,85,30,60,15,2000,350
mertensia virginica,Mertensia virginica,mertensia virginica,http://pkb.resource.huahuacaocao.com/bWVydGVuc2lhIHZpcmdpbmljYS5qcGc=?imageView2/1/w/%d/h/%d,,Yunan,China,"Campanulaceae, Cyananthus",Flowering period August-September,Flower color blue,"Diameter â¥ 10 cm, height 15-18 cm",Soil with loose texture or soil with specific nutrients,"Like sunshine, resistant to half shade","Water thoroughly after soil surface dries, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove aged tissues, dead and pest branches timely",4500,2500,30000,3700,35,8,80,30,60,15,2000,350
mesembryanthemum cordifolium,Mesembryanthemum cordifolium,mesembryanthemum cordifolium,http://pkb.resource.huahuacaocao.com/bWVzZW1icnlhbnRoZW11bSBjb3JkaWZvbGl1bS5qcGc=?imageView2/1/w/%d/h/%d,,South Africa,China,"Aizoaceae, Mesembryanthemum",Flowering period April-October,Flower color purple red,Diameterâ¥10cmï¼Heightâ¥10cm,Peat or soil with specific nutrients,"Likes sunshine, avoid strong light in summer noon","Likes wet environments, water thoroughly when soil is dry","Dilute fertilizers following instructions, apply once monthly","Remove old, diseased and dead leaves timely",7200,3500,65000,3000,35,8,80,30,60,15,2000,350
mespilus germanica,Mespilus germanica,mespilus germanica,http://pkb.resource.huahuacaocao.com/bWVzcGlsdXMgZ2VybWFuaWNhLmpwZw==?imageView2/1/w/%d/h/%d,,"South Western Asia, South Eastern Europe",China,"Rosaceae, Mespilus","Flowering period April, fruiting period September-October",Flower color white or pink,"Diameter â¥ 10 cm, height â¥ 15 cm",Peat or soil with specific nutrients,"Like half shade, may grow in places with bright scattered light","Water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 2-3 times monthly",Pruning accordingly for any favorate tree shapes,3500,2000,10000,3000,32,5,80,30,60,15,2000,350
mespilus pyracantha,Mespilus pyracantha,mespilus pyracantha,http://pkb.resource.huahuacaocao.com/bWVzcGlsdXMgcHlyYWNhbnRoYS5qcGc=?imageView2/1/w/%d/h/%d,,China,Southern China,"Rosaceae, Pyracantha","Flowering period March-May, fruiting period August-November","Flower color white, fruit color orange red, dark red","Diameter â¥ 15 cm, height â¥ 25 cm",Slightly acidic soil with loose texture or soil with specific nutrients,"Like sunshine, grows in sunny places","Resistant to drought, water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove aged tissues, dead and pest branches timely",6000,4000,60000,4000,35,10,80,30,60,15,2000,350
metaplexis japonica,Metaplexis japonica,metaplexis japonica (thunb.) makino,http://pkb.resource.huahuacaocao.com/bWV0YXBsZXhpcyBqYXBvbmljYS5qcGc=?imageView2/1/w/%d/h/%d,,Asia,China,"Apocynaceae, Metaplexis","Flowering period June-September, fruiting period September-December",Flower color white with light pink,Diameterâ¥10cmï¼Heightâ¥15cm,Peat or soil with specific nutrients,"Likes sunshine, also resistant to half shade",Water thoroughly when soil surface is dry,"Dilute fertilizers following instructions, apply once monthly","Remove old, diseased and dead leaves timely",5000,2700,50000,2500,32,5,80,30,60,15,2000,350
metasequoia glyptostroboides,Metasequoia glyptostroboides,metasequoia glyptostroboides,http://pkb.resource.huahuacaocao.com/bWV0YXNlcXVvaWEgZ2x5cHRvc3Ryb2JvaWRlcy5qcGc=?imageView2/1/w/%d/h/%d,,China,"Adjacent areas of Hubei, Chongqing, Hunan","Taxodiaceae, Metasequoia","Flowering period February, fruiting period November","Leaf color light green, fruit color green, dark brown","Diameter â¥ 15 cm, height â¥ 30 cm",Acidic soil with loose texture or soil with specific nutrients,"Like sunshine, slight shade tolerance","Likes wet environments, water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly",Pruning accordingly for any favorate tree shapes,5000,3500,50000,4000,35,5,80,30,60,15,2000,350
michal pink,Michal pink,michal pink,http://pkb.resource.huahuacaocao.com/bWljaGFsIHBpbmsuanBn?imageView2/1/w/%d/h/%d,"Chimonanthus praecox 
Floriography: pride, strong and faithful 
Chimonanthus praecox blossom proudly in the snow, with orchid, bamboo, and chrysanthemum together referred to as the ""four gentlemen"" in the flower, has been named as the city flower of Wuhan. 
Chimonanthus praecox plant strong firm and pretty. Leaf blade elliptic, flowers are delicate and cabinet. Color is various, petals of 5 single and double. The fragrance of plum blossom is from bitter cold, a symbol of the Chinese nation strong spiritual quality. 
Chimonanthus praecox blossom like the sunshine, summer noon light should be covered. Because of the north-south differences, flowering in December to April of next year, with the ornamental period 1 to 2 weeks.",China,China,"Calycanthaceae, Chimonanthus","Flowering period November-March, viewing period 1-2 weeks",Flower color pink,"Diameter â¥ 10 cm, height â¥ 15 cm",Peat or soil with specific nutrients,"Likes sunshine, shade properly under summer strong light","Moderately resistant to drought, water thoroughly when soil is dry","Dilute fertilizers following instructions, top-dressing before and after flowering and defoliation","Remove withered flowers, old, diseased, and dead leaves timely",6000,3000,50000,3000,32,5,80,30,60,15,2000,350
michelia alba,Michelia alba,michelia alba,http://pkb.resource.huahuacaocao.com/bWljaGVsaWEgYWxiYS5qcGc=?imageView2/1/w/%d/h/%d,,Indonesia,China,"Magnoliaceae, Michelia","Flowering period April-September, viewing period 3-4 weeks",Flower color white,"Diameter â¥ 10 cm, height 5-17m",Slight acid soil,"Likes warm sunlight, avoid direct strong light in summer","Water thoroughly when soil is dry, reduce watering in winter","Dilute fertilizers following instructions,  apply 1-2 times monthly in spring","Remove old, diseased and dead leaves timely",7600,2500,65000,2500,35,5,85,30,60,20,2000,150
michelia champaca,Michelia champaca,magnolia denudata,http://pkb.resource.huahuacaocao.com/bWljaGVsaWEgY2hhbXBhY2EuanBn?imageView2/1/w/%d/h/%d,"Michelia champaca 
Floriography: purity, noble and pure, pure and fresh 
Yulan as for its white flowers, is known for his noble character. It is the official city flower of Shanghai. 
Yulan is a deciduous tree. Leaves after flowering first, flowers are gigantic, goblet, thicker and very fragrant. Color is white to pale pink. Usually as a landscape ornamental trees, Yulan trees are planted in garden, park, and street or near the house. 
Yulan is suitable for planting in sunny places, slightly resistant to shade. Flowering is from February to March with ornamental period for 1 to 2 weeks",China,China,"Magnoliaceae, Magnolia","Flowering period June-July, viewing period 1-2 weeks",Flower color yellow,"Diameter â¥ 10 cm, height â¥ 15 cm",Peat or soil with specific nutrients,"Like adequate light, slight shade tolerance",Water thoroughly after soil surface dries,"Dilute fertilizers following instructions, dilute fertilizers following instructions,  in early summer, spring and autumn apply fertilizers once monthly","Remove withered flowers, old, diseased, and dead leaves timely",9500,3700,55000,3000,35,5,80,30,60,15,2000,350
michelia doltsopa,Michelia doltsopa,michelia doltsopa,http://pkb.resource.huahuacaocao.com/bWljaGVsaWEgZG9sdHNvcGEuanBn?imageView2/1/w/%d/h/%d,"Michelia doltsopa
Floriography: reserved, pure, solemn.
Michelia doltsopa is an evergreen plant which grows sturdy, tall and straight stem. Leaves are round oval and leathery. Flowers are strongly fragrant with six thick petals. Widely cultivated for its enjoyable fragrance.
The plant grows best under shading places. Direct bright sunlight should be avoid. Blooms in May to September for two to three weeks.",China,China,"Magnoliaceae, Michelia","Flowering period March-May, viewing period 2-3 weeks","Flower color white, light yellow, light purple","Diameter â¥ 10 cm, height â¥ 15 cm",Peat or soil with specific nutrients,"Likes weak shade environments, avoid direct strong light","Water thoroughly when soil is dry, reduce watering in winter","Dilute fertilizers following instructions,  apply 1-2 times monthly in spring, except flowering stages","Remove old, diseased and dead leaves timely",5400,2700,55000,2800,35,5,85,30,60,15,2000,350
michelia figo,Michelia figo,port wine magnolia,http://pkb.resource.huahuacaocao.com/bWljaGVsaWEgZmlnby5qcGc=?imageView2/1/w/%d/h/%d,"Michelia champaca
Floriography: reserved, pure, solemn.
Michelia champaca is an evergreen plant which grows sturdy, tall and straight stem. Leaves are round oval and leathery. Flowers are strongly fragrant with six thick petals. Widely cultivated for its enjoyable fragrance.
The plant grows best under shading places. Direct bright sunlight should be avoid. Blooms in May to September for two to three weeks.",China,China,"Magnoliaceae, Michelia","Flowering period March-May, viewing period 2-3 weeks","Flower color white, light yellow, light purple","Diameter â¥ 10 cm, height â¥ 15 cm",Peat or soil with specific nutrients,"Likes weak shade environments, avoid direct strong light","Water thoroughly when soil is dry, reduce watering in winter","Dilute fertilizers following instructions,  apply 1-2 times monthly in spring, except flowering stages","Remove old, diseased and dead leaves timely",5200,2500,50000,2500,35,5,85,30,60,15,2000,350
